market_cap,Date
"2,458,179,344,567",08/05/2021
"2,470,833,626,103",09/05/2021
"2,458,657,330,190",10/05/2021
"2,528,626,282,079",11/05/2021
"2,422,615,110,586",12/05/2021
"2,269,338,984,149",13/05/2021
"2,391,638,963,079",14/05/2021
"2,300,909,008,775",15/05/2021
"2,206,104,578,582",16/05/2021
"2,054,780,145,612",17/05/2021
"2,137,154,930,909",18/05/2021
"1,756,900,910,117",19/05/2021
"1,850,180,529,796",20/05/2021
"1,637,083,424,644",21/05/2021
"1,618,830,324,240",22/05/2021
"1,436,605,210,903",23/05/2021
"1,682,281,032,716",24/05/2021
"1,719,356,103,636",25/05/2021
"1,780,224,724,115",26/05/2021
"1,756,078,610,531",27/05/2021
"1,576,827,185,319",28/05/2021
"1,523,041,077,411",29/05/2021
"1,601,435,714,456",30/05/2021
"1,689,709,245,405",31/05/2021
"1,677,408,573,837",01/06/2021
"1,741,129,836,547",02/06/2021
"1,818,683,830,185",03/06/2021
"1,735,799,661,549",04/06/2021
"1,646,272,417,483",05/06/2021
"1,676,877,562,513",06/06/2021
"1,615,428,449,884",07/06/2021
"1,578,266,867,564",08/06/2021
"1,684,000,091,189",09/06/2021
"1,633,689,048,730",10/06/2021
"1,611,049,257,626",11/06/2021
"1,574,344,463,341",12/06/2021
"1,681,743,639,110",13/06/2021
"1,723,820,733,764",14/06/2021
"1,718,150,143,093",15/06/2021
"1,649,289,706,991",16/06/2021
"1,622,879,775,232",17/06/2021
"1,533,831,765,994",18/06/2021
"1,538,114,311,955",19/06/2021
"1,550,573,259,401",20/06/2021
"1,324,251,414,331",21/06/2021
"1,320,660,809,220",22/06/2021
"1,386,568,762,648",23/06/2021
"1,437,922,633,593",24/06/2021
"1,319,743,435,236",25/06/2021
"1,322,263,243,140",26/06/2021
"1,414,749,604,644",27/06/2021
"1,440,002,179,469",28/06/2021
"1,509,151,994,715",29/06/2021
"1,490,498,898,858",30/06/2021
"1,437,803,463,226",01/07/2021
"1,438,175,232,296",02/07/2021
"1,472,947,245,233",03/07/2021
"1,527,092,276,711",04/07/2021
"1,476,377,782,099",05/07/2021
"1,491,551,543,767",06/07/2021
"1,505,268,389,742",07/07/2021
"1,410,147,205,393",08/07/2021
"1,464,551,782,084",09/07/2021
"1,441,721,068,550",10/07/2021
"1,472,010,735,045",11/07/2021
"1,418,809,413,481",12/07/2021
"1,379,670,998,704",13/07/2021
"1,405,651,923,394",14/07/2021
"1,358,679,668,175",15/07/2021
"1,329,806,280,628",16/07/2021
"1,334,275,007,988",17/07/2021
"1,332,955,591,652",18/07/2021
"1,294,374,702,903",19/07/2021
"1,240,410,135,587",20/07/2021
"1,348,124,043,554",21/07/2021
"1,364,493,889,486",22/07/2021
"1,407,481,729,135",23/07/2021
"1,439,357,704,771",24/07/2021
"1,451,552,721,875",25/07/2021
"1,526,446,016,034",26/07/2021
"1,583,581,290,948",27/07/2021
"1,596,767,351,650",28/07/2021
"1,611,292,650,188",29/07/2021
"1,668,695,915,085",30/07/2021
"1,703,848,444,566",31/07/2021
"1,675,664,683,033",01/08/2021
"1,666,176,074,351",02/08/2021
"1,625,962,872,216",03/08/2021
"1,694,885,888,294",04/08/2021
"1,737,147,149,966",05/08/2021
"1,791,128,184,897",06/08/2021
"1,869,445,500,512",07/08/2021
"1,858,805,381,701",08/08/2021
"1,920,071,825,724",09/08/2021
"1,931,280,561,928",10/08/2021
"1,966,629,167,461",11/08/2021
"1,890,948,437,562",12/08/2021
"2,052,195,287,114",13/08/2021
"2,054,891,805,002",14/08/2021
"2,087,266,615,138",15/08/2021
"2,044,645,190,727",16/08/2021
"1,980,108,335,644",17/08/2021
"1,985,979,315,587",18/08/2021
"2,024,145,472,402",19/08/2021
"2,166,138,054,486",20/08/2021
"2,172,555,037,191",21/08/2021
"2,164,087,987,188",22/08/2021
"2,223,757,980,785",23/08/2021
"2,149,510,132,254",24/08/2021
"2,164,485,215,079",25/08/2021
"2,094,168,402,465",26/08/2021
"2,185,659,297,304",27/08/2021
"2,172,193,350,203",28/08/2021
"2,184,471,924,930",29/08/2021
"2,158,219,379,889",30/08/2021
"2,160,550,011,183",31/08/2021
"2,270,059,562,510",01/09/2021
"2,321,240,193,086",02/09/2021
"2,338,213,410,864",03/09/2021
"2,356,803,384,514",04/09/2021
"2,428,609,300,158",05/09/2021
"2,466,486,831,246",06/09/2021
"2,167,860,206,667",07/09/2021
"2,212,841,969,895",08/09/2021
"2,208,579,349,778",09/09/2021
"2,091,112,706,434",10/09/2021
"2,153,358,086,928",11/09/2021
"2,192,611,982,449",12/09/2021
"2,138,289,228,367",13/09/2021
"2,210,601,706,077",14/09/2021
"2,279,672,913,844",15/09/2021
"2,247,997,052,451",16/09/2021
"2,201,477,484,010",17/09/2021
"2,232,706,438,535",18/09/2021
"2,172,514,259,886",19/09/2021
"1,991,112,506,846",20/09/2021
"1,863,950,697,292",21/09/2021
"2,040,646,493,221",22/09/2021
"2,095,636,598,731",23/09/2021
"2,013,103,027,014",24/09/2021
"1,987,502,461,504",25/09/2021
"2,010,476,402,479",26/09/2021
"1,993,601,715,960",27/09/2021
"1,920,913,399,452",28/09/2021
"1,919,029,398,112",29/09/2021
"2,008,609,136,708",30/09/2021
"2,178,326,656,466",01/10/2021
"2,228,069,386,843",02/10/2021
"2,219,603,807,203",03/10/2021
"2,225,752,957,878",04/10/2021
"2,313,965,159,214",05/10/2021
"2,396,819,956,825",06/10/2021
"2,377,065,193,336",07/10/2021
"2,385,324,993,101",08/10/2021
"2,415,026,834,483",09/10/2021
"2,362,364,826,528",10/10/2021
"2,423,663,842,486",11/10/2021
"2,408,162,610,870",12/10/2021
"2,464,354,725,917",13/10/2021
"2,498,250,377,784",14/10/2021
"2,590,786,023,232",15/10/2021
"2,588,195,851,536",16/10/2021
"2,571,159,562,167",17/10/2021
"2,575,219,728,933",18/10/2021
"2,628,592,462,808",19/10/2021
"2,757,324,324,971",20/10/2021
"2,655,835,253,111",21/10/2021
"2,637,822,880,865",22/10/2021
"2,661,747,127,528",23/10/2021
"2,649,858,130,172",24/10/2021
"2,754,412,652,596",25/10/2021
"2,675,512,556,104",26/10/2021
"2,580,764,282,880",27/10/2021
"2,697,125,171,381",28/10/2021
"2,790,364,359,592",29/10/2021
"2,733,925,522,577",30/10/2021
"2,752,227,472,657",31/10/2021
"2,772,965,857,475",01/11/2021
"2,851,496,584,516",02/11/2021
"2,878,783,465,646",03/11/2021
"2,830,797,344,114",04/11/2021
"2,842,401,037,120",05/11/2021
"2,862,807,737,351",06/11/2021
"2,926,788,192,458",07/11/2021
"3,040,815,113,277",08/11/2021
"3,057,639,148,576",09/11/2021
"2,953,242,057,715",10/11/2021
"2,996,022,050,685",11/11/2021
"2,942,356,165,115",12/11/2021
"2,970,901,392,264",13/11/2021
"2,968,638,665,183",14/11/2021
"2,939,390,646,984",15/11/2021
"2,781,768,587,196",16/11/2021
"2,756,219,955,368",17/11/2021
"2,591,384,192,984",18/11/2021
"2,724,030,910,878",19/11/2021
"2,802,897,963,230",20/11/2021
"2,783,091,419,512",21/11/2021
"2,675,984,959,163",22/11/2021
"2,734,922,482,471",23/11/2021
"2,693,783,615,031",24/11/2021
"2,803,822,277,428",25/11/2021
"2,587,471,597,335",26/11/2021
"2,622,624,325,051",27/11/2021
"2,662,620,915,470",28/11/2021
"2,760,289,296,678",29/11/2021
"2,776,581,054,980",30/11/2021
"2,757,256,821,411",01/12/2021
"2,759,882,239,662",02/12/2021
"2,601,859,534,215",03/12/2021
"2,429,440,431,295",04/12/2021
"2,395,067,341,774",05/12/2021
"2,495,897,620,756",06/12/2021
"2,467,915,303,721",07/12/2021
"2,502,792,800,641",08/12/2021
"2,379,082,440,359",09/12/2021
"2,331,772,499,218",10/12/2021
"2,376,706,815,564",11/12/2021
"2,432,175,622,366",12/12/2021
"2,257,494,361,980",13/12/2021
"2,299,915,906,811",14/12/2021
"2,367,678,696,106",15/12/2021
"2,348,788,134,481",16/12/2021
"2,286,131,053,857",17/12/2021
"2,324,908,970,385",18/12/2021
"2,336,427,994,970",19/12/2021
"2,309,360,227,219",20/12/2021
"2,403,462,176,577",21/12/2021
"2,420,767,288,881",22/12/2021
"2,511,046,953,880",23/12/2021
"2,488,929,481,643",24/12/2021
"2,504,634,904,445",25/12/2021
"2,529,264,356,491",26/12/2021
"2,528,322,906,408",27/12/2021
"2,369,133,977,258",28/12/2021
"2,344,019,904,627",29/12/2021
"2,327,937,650,627",30/12/2021
"2,313,623,310,734",31/12/2021
"2,372,686,585,097",01/01/2022
"2,386,268,600,929",02/01/2022
"2,346,028,595,252",03/01/2022
"2,373,419,252,935",04/01/2022
"2,182,889,112,614",05/01/2022
"2,193,713,470,282",06/01/2022
"2,078,624,258,480",07/01/2022
"2,075,006,650,633",08/01/2022
"2,095,098,946,765",09/01/2022
"2,038,192,886,565",10/01/2022
"2,120,441,415,419",11/01/2022
"2,209,832,569,484",12/01/2022
"2,147,542,303,122",13/01/2022
"2,194,583,541,825",14/01/2022
"2,197,053,913,909",15/01/2022
"2,205,385,897,917",16/01/2022
"2,138,645,223,160",17/01/2022
"2,129,865,008,956",18/01/2022
"2,093,476,038,178",19/01/2022
"2,042,243,626,932",20/01/2022
"1,750,872,166,286",21/01/2022
"1,683,136,243,878",22/01/2022
"1,720,782,530,455",23/01/2022
"1,726,472,774,234",24/01/2022
"1,747,112,737,215",25/01/2022
"1,760,695,699,601",26/01/2022
"1,741,531,811,988",27/01/2022
"1,783,267,585,940",28/01/2022
"1,815,928,831,333",29/01/2022
"1,789,230,045,911",30/01/2022
"1,830,763,617,949",31/01/2022
"1,861,570,913,228",01/02/2022
"1,797,493,578,784",02/02/2022
"1,785,897,600,822",03/02/2022
"1,939,620,584,855",04/02/2022
"1,988,459,530,645",05/02/2022
"1,997,608,472,878",06/02/2022
"2,111,831,642,143",07/02/2022
"2,086,094,268,691",08/02/2022
"2,138,075,866,309",09/02/2022
"2,082,689,985,159",10/02/2022
"1,969,042,052,183",11/02/2022
"1,982,519,575,141",12/02/2022
"1,978,210,090,993",13/02/2022
"1,989,414,763,792",14/02/2022
"2,079,740,255,648",15/02/2022
"2,083,824,569,861",16/02/2022
"1,940,894,744,517",17/02/2022
"1,897,756,853,369",18/02/2022
"1,896,358,818,612",19/02/2022
"1,834,867,519,618",20/02/2022
"1,786,193,782,504",21/02/2022
"1,786,635,998,363",22/02/2022
"1,791,748,637,848",23/02/2022
"1,770,553,199,181",24/02/2022
"1,859,305,350,310",25/02/2022
"1,868,516,653,755",26/02/2022
"1,793,607,325,476",27/02/2022
"1,993,801,319,068",28/02/2022
"2,025,525,148,900",01/03/2022
"2,023,819,718,257",02/03/2022
"1,960,083,522,429",03/03/2022
"1,826,926,864,408",04/03/2022
"1,857,212,069,926",05/03/2022
"1,827,597,406,345",06/03/2022
"1,777,387,676,027",07/03/2022
"1,800,355,491,152",08/03/2022
"1,914,707,798,375",09/03/2022
"1,838,231,588,480",10/03/2022
"1,820,328,977,644",11/03/2022
"1,827,055,187,024",12/03/2022
"1,778,956,262,205",13/03/2022
"1,829,911,999,867",14/03/2022
"1,832,239,371,410",15/03/2022
"1,892,888,536,140",16/03/2022
"1,914,501,014,966",17/03/2022
"1,956,925,357,006",18/03/2022
"1,974,222,846,025",19/03/2022
"1,947,119,542,495",20/03/2022
"1,955,104,242,862",21/03/2022
"2,008,048,790,136",22/03/2022
"2,021,382,596,312",23/03/2022
"2,079,364,403,607",24/03/2022
"2,076,364,513,963",25/03/2022
"2,091,493,438,531",26/03/2022
"2,177,389,858,412",27/03/2022
"2,240,880,169,006",28/03/2022
"2,231,753,287,522",29/03/2022
"2,243,433,960,381",30/03/2022
"2,179,046,269,051",31/03/2022
"2,246,222,972,727",01/04/2022
"2,250,841,134,145",02/04/2022
"2,283,557,029,575",03/04/2022
"2,267,941,779,965",04/04/2022
"2,231,894,451,023",05/04/2022
"2,096,320,323,625",06/04/2022
"2,115,286,256,527",07/04/2022
"2,062,371,006,170",08/04/2022
"2,072,728,177,462",09/04/2022
"2,056,611,563,249",10/04/2022
"1,934,184,857,496",11/04/2022
"1,946,016,611,662",12/04/2022
"2,010,433,136,766",13/04/2022
"1,952,269,091,644",14/04/2022
"1,977,674,073,651",15/04/2022
"1,982,175,491,334",16/04/2022
"1,966,651,577,006",17/04/2022
"1,984,342,152,492",18/04/2022
"2,018,896,133,002",19/04/2022
"2,025,507,519,833",20/04/2022
"1,972,022,506,885",21/04/2022
"1,951,003,143,485",22/04/2022
"1,953,754,905,767",23/04/2022
"1,933,826,603,803",24/04/2022
"1,964,509,978,501",25/04/2022
"1,864,541,078,872",26/04/2022
"1,890,643,583,452",27/04/2022
"1,914,195,517,041",28/04/2022
"1,850,024,112,091",29/04/2022
"1,820,846,108,415",30/04/2022
"1,820,472,317,882",01/05/2022
"1,833,522,342,107",02/05/2022
"1,803,460,265,155",03/05/2022
"1,896,207,291,518",04/05/2022
"1,759,818,898,066",05/05/2022
"1,750,213,791,293",06/05/2022
"1,693,662,701,334",07/05/2022
"1,664,493,751,041",08/05/2022
"1,471,468,708,711",09/05/2022
"1,470,101,050,567",10/05/2022
"1,311,349,505,967",11/05/2022
"1,266,729,958,052",12/05/2022
"1,343,192,869,783",13/05/2022
"1,346,866,069,007",14/05/2022
"1,396,953,386,104",15/05/2022
"1,345,062,078,565",16/05/2022
"1,367,795,897,904",17/05/2022
"1,298,676,422,354",18/05/2022
"1,337,790,085,197",19/05/2022
"1,305,526,848,518",20/05/2022
"1,317,772,058,614",21/05/2022
"1,355,013,285,653",22/05/2022
"1,316,654,993,540",23/05/2022
"1,328,116,918,033",24/05/2022
"1,326,193,762,006",25/05/2022
"1,284,577,969,466",26/05/2022
"1,251,114,316,153",27/05/2022
"1,263,766,339,725",28/05/2022
"1,282,337,955,561",29/05/2022
"1,373,302,422,618",30/05/2022
"1,372,793,272,407",31/05/2022
"1,289,712,465,100",01/06/2022
"1,315,059,923,087",02/06/2022
"1,281,461,493,012",03/06/2022
"1,287,546,965,105",04/06/2022
"1,295,773,028,892",05/06/2022
"1,333,096,355,551",06/06/2022
"1,325,362,240,158",07/06/2022
"1,299,193,916,223",08/06/2022
"1,289,297,419,357",09/06/2022
"1,245,918,429,786",10/06/2022
"1,201,805,657,792",11/06/2022
"1,140,773,108,346",12/06/2022
"985,954,782,906",13/06/2022
"962,395,012,905",14/06/2022
"1,004,483,318,216",15/06/2022
"925,578,929,017",16/06/2022
"931,222,620,007",17/06/2022
"876,902,992,873",18/06/2022
"947,775,664,811",19/06/2022
"938,571,131,920",20/06/2022
"959,859,519,514",21/06/2022
"929,535,423,684",22/06/2022
"967,450,296,640",23/06/2022
"1,002,102,197,594",24/06/2022
"1,005,855,621,706",25/06/2022
"989,471,875,648",26/06/2022
"980,817,620,806",27/06/2022
"950,217,979,143",28/06/2022
"940,159,446,923",29/06/2022
"896,075,725,009",30/06/2022
"907,142,083,927",01/07/2022
"911,492,110,492",02/07/2022
"910,696,247,515",03/07/2022
"946,248,082,791",04/07/2022
"950,116,842,685",05/07/2022
"961,794,479,483",06/07/2022
"994,517,535,485",07/07/2022
"999,117,541,591",08/07/2022
"997,397,409,495",09/07/2022
"968,986,982,098",10/07/2022
"927,057,860,738",11/07/2022
"904,550,751,440",12/07/2022
"923,454,139,765",13/07/2022
"964,592,766,793",14/07/2022
"981,073,413,878",15/07/2022
"1,007,706,185,009",16/07/2022
"1,000,447,410,599",17/07/2022
"1,043,641,954,944",18/07/2022
"1,106,872,906,079",19/07/2022
"1,089,770,040,922",20/07/2022
"1,092,291,081,316",21/07/2022
"1,078,310,985,235",22/07/2022
"1,064,358,891,865",23/07/2022
"1,094,425,154,250",24/07/2022
"1,032,239,169,427",25/07/2022
"1,010,841,551,592",26/07/2022
"1,086,564,407,331",27/07/2022
"1,138,878,693,442",28/07/2022
"1,157,749,100,924",29/07/2022
"1,142,013,432,452",30/07/2022
"1,127,944,767,482",31/07/2022
"1,113,641,234,205",01/08/2022
"1,117,017,355,539",02/08/2022
"1,106,683,089,911",03/08/2022
"1,104,074,416,915",04/08/2022
"1,141,055,829,975",05/08/2022
"1,143,337,845,052",06/08/2022
"1,150,482,552,037",07/08/2022
"1,173,392,773,940",08/08/2022
"1,142,485,074,173",09/08/2022
"1,191,308,013,599",10/08/2022
"1,190,783,139,051",11/08/2022
"1,205,040,371,567",12/08/2022
"1,225,668,989,333",13/08/2022
"1,214,392,736,558",14/08/2022
"1,196,352,599,410",15/08/2022
"1,189,137,375,943",16/08/2022
"1,164,416,975,074",17/08/2022
"1,167,368,417,177",18/08/2022
"1,057,076,210,605",19/08/2022
"1,050,293,442,340",20/08/2022
"1,069,121,070,775",21/08/2022
"1,051,429,669,518",22/08/2022
"1,075,841,417,349",23/08/2022
"1,078,604,711,383",24/08/2022
"1,089,290,178,960",25/08/2022
"1,035,906,880,829",26/08/2022
"1,002,180,465,731",27/08/2022
"1,003,038,149,771",28/08/2022
"1,024,753,772,325",29/08/2022
"1,015,851,951,835",30/08/2022
"1,023,965,720,043",31/08/2022
"1,026,948,532,462",01/09/2022
"1,020,573,065,306",02/09/2022
"1,017,604,463,232",03/09/2022
"1,022,439,662,836",04/09/2022
"1,024,963,216,305",05/09/2022
"998,844,520,494",06/09/2022
"1,023,159,771,115",07/09/2022
"1,026,621,279,057",08/09/2022
"1,091,005,887,987",09/09/2022
"1,109,744,079,500",10/09/2022
"1,105,617,162,638",11/09/2022
"1,109,955,082,748",12/09/2022
"1,030,174,733,553",13/09/2022
"1,042,863,183,498",14/09/2022
"1,003,006,371,414",15/09/2022
"999,808,375,769",16/09/2022
"1,020,812,341,234",17/09/2022
"971,701,271,012",18/09/2022
"985,335,571,073",19/09/2022
"960,641,212,858",20/09/2022
"934,902,091,421",21/09/2022
"984,624,280,881",22/09/2022
"984,860,362,779",23/09/2022
"971,979,925,421",24/09/2022
"966,060,049,526",25/09/2022
"974,330,707,169",26/09/2022
"971,985,409,100",27/09/2022
"981,640,781,111",28/09/2022
"980,484,635,943",29/09/2022
"977,488,232,320",30/09/2022
"974,279,884,712",01/10/2022
"967,764,206,908",02/10/2022
"979,068,177,535",03/10/2022
"1,007,277,784,498",04/10/2022
"1,004,438,388,770",05/10/2022
"995,931,867,215",06/10/2022
"986,980,472,097",07/10/2022
"977,225,919,410",08/10/2022
"982,163,489,476",09/10/2022
"965,342,000,200",10/10/2022
"957,951,523,381",11/10/2022
"961,446,453,236",12/10/2022
"966,198,804,548",13/10/2022
"957,153,356,797",14/10/2022
"953,612,812,179",15/10/2022
"966,170,080,136",16/10/2022
"975,013,526,745",17/10/2022
"966,701,905,351",18/10/2022
"953,967,106,823",19/10/2022
"947,944,307,773",20/10/2022
"956,478,593,428",21/10/2022
"961,125,105,330",22/10/2022
"982,145,787,325",23/10/2022
"969,639,728,521",24/10/2022
"1,007,156,577,192",25/10/2022
"1,044,529,385,215",26/10/2022
"1,023,800,747,075",27/10/2022
"1,045,674,520,135",28/10/2022
"1,063,561,258,370",29/10/2022
"1,054,966,579,853",30/10/2022
"1,055,425,638,443",31/10/2022
"1,055,787,862,481",01/11/2022
"1,032,287,640,344",02/11/2022
"1,047,862,839,166",03/11/2022
"1,102,713,037,120",04/11/2022
"1,106,608,739,635",05/11/2022
"1,089,194,187,899",06/11/2022
"1,062,025,175,260",07/11/2022
"953,295,323,479",08/11/2022
"832,612,341,632",09/11/2022
"936,134,885,416",10/11/2022
"894,773,586,104",11/11/2022
"885,022,149,517",12/11/2022
"862,644,227,464",13/11/2022
"864,641,446,499",14/11/2022
"882,284,881,402",15/11/2022
"864,836,295,516",16/11/2022
"867,571,064,211",17/11/2022
"868,370,495,404",18/11/2022
"872,599,898,599",19/11/2022
"842,874,686,874",20/11/2022
"820,145,767,363",21/11/2022
"839,998,486,558",22/11/2022
"863,929,051,639",23/11/2022
"871,732,151,398",24/11/2022
"869,989,538,656",25/11/2022
"868,457,605,710",26/11/2022
"881,051,258,439",27/11/2022
"855,329,813,419",28/11/2022
"871,316,240,878",29/11/2022
"905,102,166,670",30/11/2022
"894,916,563,332",01/12/2022
"897,817,245,402",02/12/2022
"883,530,707,523",03/12/2022
"895,630,208,829",04/12/2022
"888,101,550,252",05/12/2022
"887,088,677,321",06/12/2022
"876,657,877,385",07/12/2022
"894,419,372,781",08/12/2022
"889,379,162,742",09/12/2022
"891,142,308,102",10/12/2022
"886,627,192,868",11/12/2022
"885,933,566,679",12/12/2022
"907,061,386,105",13/12/2022
"903,365,652,058",14/12/2022
"881,551,989,233",15/12/2022
"841,376,067,508",16/12/2022
"841,182,120,367",17/12/2022
"845,746,135,439",18/12/2022
"822,907,957,030",19/12/2022
"848,088,403,027",20/12/2022
"842,235,006,020",21/12/2022
"843,439,220,117",22/12/2022
"844,213,380,581",23/12/2022
"845,161,169,746",24/12/2022
"842,727,877,785",25/12/2022
"845,313,480,084",26/12/2022
"840,476,681,695",27/12/2022
"826,512,126,589",28/12/2022
"829,620,422,084",29/12/2022
"827,999,878,318",30/12/2022
"828,014,904,100",31/12/2022
"831,768,616,255",01/01/2023
"840,731,773,289",02/01/2023
"838,739,016,021",03/01/2023
"853,716,213,848",04/01/2023
"851,805,015,896",05/01/2023
"858,006,369,923",06/01/2023
"857,980,744,721",07/01/2023
"865,347,226,442",08/01/2023
"884,131,100,636",09/01/2023
"893,920,117,252",10/01/2023
"900,847,335,625",11/01/2023
"945,624,104,261",12/01/2023
"978,157,160,514",13/01/2023
"1,022,288,908,247",14/01/2023
"1,020,783,635,416",15/01/2023
"1,033,374,207,617",16/01/2023
"1,033,826,123,549",17/01/2023
"1,000,064,381,794",18/01/2023
"1,012,266,883,757",19/01/2023
"1,073,695,378,657",20/01/2023
"1,085,208,335,634",21/01/2023
"1,074,449,477,696",22/01/2023
"1,085,047,092,265",23/01/2023
"1,066,381,305,070",24/01/2023
"1,072,367,458,996",25/01/2023
"1,084,904,346,591",26/01/2023
"1,088,335,742,493",27/01/2023
"1,083,757,987,850",28/01/2023
"1,118,130,426,488",29/01/2023
"1,068,174,556,813",30/01/2023
"1,085,500,048,426",31/01/2023
"1,116,529,897,567",01/02/2023
"1,120,691,750,471",02/02/2023
"1,122,138,089,623",03/02/2023
"1,129,302,127,947",04/02/2023
"1,107,038,571,872",05/02/2023
"1,104,658,889,801",06/02/2023
"1,132,931,249,622",07/02/2023
"1,123,035,726,404",08/02/2023
"1,062,604,224,828",09/02/2023
"1,051,188,765,871",10/02/2023
"1,067,617,221,477",11/02/2023
"1,064,534,252,161",12/02/2023
"1,045,528,433,272",13/02/2023
"1,076,779,136,966",14/02/2023
"1,145,217,696,835",15/02/2023
"1,136,396,976,294",16/02/2023
"1,167,589,965,529",17/02/2023
"1,169,944,227,903",18/02/2023
"1,167,345,538,658",19/02/2023
"1,178,251,876,460",20/02/2023
"1,157,388,343,465",21/02/2023
"1,146,894,028,123",22/02/2023
"1,141,494,381,772",23/02/2023
"1,108,566,415,640",24/02/2023
"1,104,222,905,510",25/02/2023
"1,126,662,736,649",26/02/2023
"1,126,027,218,908",27/02/2023
"1,108,216,494,853",28/02/2023
"1,127,749,542,727",01/03/2023
"1,123,291,389,902",02/03/2023
"1,075,245,027,509",03/03/2023
"1,070,410,151,717",04/03/2023
"1,076,005,773,739",05/03/2023
"1,073,916,575,298",06/03/2023
"1,058,312,065,384",07/03/2023
"1,048,382,679,432",08/03/2023
"979,251,049,735",09/03/2023
"972,983,196,093",10/03/2023
"975,508,326,853",11/03/2023
"1,037,770,745,095",12/03/2023
"1,118,253,482,590",13/03/2023
"1,135,589,384,438",14/03/2023
"1,110,275,448,686",15/03/2023
"1,132,027,730,538",16/03/2023
"1,213,781,263,213",17/03/2023
"1,196,390,506,500",18/03/2023
"1,228,604,473,348",19/03/2023
"1,205,338,016,551",20/03/2023
"1,225,300,032,870",21/03/2023
"1,189,654,621,609",22/03/2023
"1,230,501,014,557",23/03/2023
"1,192,582,433,582",24/03/2023
"1,195,386,198,575",25/03/2023
"1,212,946,755,767",26/03/2023
"1,172,372,805,378",27/03/2023
"1,190,724,037,723",28/03/2023
"1,226,340,469,197",29/03/2023
"1,211,755,555,827",30/03/2023
"1,238,468,639,129",31/03/2023
"1,236,470,171,885",01/04/2023
"1,218,603,451,779",02/04/2023
"1,212,859,740,183",03/04/2023
"1,234,460,344,785",04/04/2023
"1,241,541,514,958",05/04/2023
"1,228,335,321,707",06/04/2023
"1,228,260,609,107",07/04/2023
"1,222,456,231,430",08/04/2023
"1,236,190,265,407",09/04/2023
"1,270,111,343,871",10/04/2023
"1,284,620,499,563",11/04/2023
"1,274,089,132,316",12/04/2023
"1,305,418,177,080",13/04/2023
"1,328,076,215,428",14/04/2023
"1,326,847,831,674",15/04/2023
"1,338,188,877,222",16/04/2023
"1,306,752,939,944",17/04/2023
"1,330,959,025,278",18/04/2023
"1,269,417,118,302",19/04/2023
"1,240,275,893,264",20/04/2023
"1,198,238,710,620",21/04/2023
"1,223,614,541,471",22/04/2023
"1,211,806,785,777",23/04/2023
"1,206,149,151,784",24/04/2023
"1,229,758,786,312",25/04/2023
"1,226,271,846,292",26/04/2023
"1,260,422,394,452",27/04/2023
"1,256,125,053,762",28/04/2023
"1,256,110,820,458",29/04/2023
"1,255,898,078,522",30/04/2023
"1,210,817,328,353",01/05/2023
"1,233,990,143,907",02/05/2023
"1,247,457,125,066",03/05/2023
"1,233,978,205,855",04/05/2023
"1,273,233,112,935",05/05/2023
"1,234,976,342,302",06/05/2023
"1,234,665,268,121",07/05/2023
"1,187,167,399,572",08/05/2023
"1,186,021,146,612",09/05/2023
"1,192,885,364,443",10/05/2023
"1,161,138,733,737",11/05/2023
"1,165,844,768,782",12/05/2023
"1,171,273,367,920",13/05/2023
"1,173,849,279,700",14/05/2023
"1,186,856,789,558",15/05/2023
"1,174,806,851,249",16/05/2023
"1,185,078,981,488",17/05/2023
"1,173,247,578,320",18/05/2023
"1,172,900,792,712",19/05/2023
"1,178,338,172,721",20/05/2023
"1,166,613,017,329",21/05/2023
"1,171,667,416,935",22/05/2023
"1,185,482,651,349",23/05/2023
"1,155,515,516,143",24/05/2023
"1,158,096,094,371",25/05/2023
"1,169,241,102,303",26/05/2023
"1,173,812,812,309",27/05/2023
"1,216,998,601,446",28/05/2023
"1,202,543,828,096",29/05/2023
"1,207,293,438,503",30/05/2023
"1,186,084,858,822",31/05/2023
"1,179,097,406,821",01/06/2023
"1,197,409,291,144",02/06/2023
"1,190,657,343,738",03/06/2023
"1,198,150,935,244",04/06/2023
"1,132,710,521,861",05/06/2023
"1,180,047,463,512",06/06/2023
"1,140,711,401,850",07/06/2023
"1,152,211,699,286",08/06/2023
"1,145,816,062,166",09/06/2023
"1,099,638,612,038",10/06/2023
"1,098,426,250,540",11/06/2023
"1,095,993,969,507",12/06/2023
"1,095,166,146,712",13/06/2023
"1,060,174,027,548",14/06/2023
"1,076,422,577,679",15/06/2023
"1,101,272,149,557",16/06/2023
"1,111,109,782,008",17/06/2023
"1,105,385,703,966",18/06/2023
"1,113,845,197,957",19/06/2023
"1,155,638,293,543",20/06/2023
"1,215,918,877,139",21/06/2023
"1,206,488,117,998",22/06/2023
"1,231,470,476,947",23/06/2023
"1,222,964,112,632",24/06/2023
"1,230,787,432,802",25/06/2023
"1,214,815,797,379",26/06/2023
"1,228,723,742,316",27/06/2023
"1,200,131,046,747",28/06/2023
"1,213,644,453,724",29/06/2023
"1,236,838,220,286",30/06/2023
"1,240,071,112,955",01/07/2023
"1,245,425,071,803",02/07/2023
"1,260,128,400,379",03/07/2023
"1,250,095,974,884",04/07/2023
"1,231,287,860,088",05/07/2023
"1,218,672,811,874",06/07/2023
"1,221,833,498,183",07/07/2023
"1,219,376,146,505",08/07/2023
